2010	DSNY	136575
2013	DFTA	9569
2011	SBS	1
2012	CWI	3
2013	CHALL	989
2016	SBS	2
2016	DOT	274269
2013	DEP	144024
2014	LOFT	1
2009	DOE	1896
2012	DCAS	2
2012	DOF	83311
2015	FDNY	6906
2017	ACS	133
2014	DSNY	141519
2013	FDNY	7194
2011	HPD	658573
2013	TLC	20749
2015	CAU	1
2011	DHS	30608
2017	DPR	13893
2013	OPA	1
2015	MOIA	8
2012	CHALL	1
2012	DPR	106154
2013	OATH	40
2015	DEP	185304
2016	DOP	36
2015	LAW	3
2014	NYPD	472223
2009	DFTA	104
2010	NYPD	286112
2016	COIB	14
2015	NYCPPF	2
2015	DOB	88598
2017	DEP	43544
2011	HRA	1
2012	AJC	1
2012	DCA	21578
2009	DOITT	269
2016	3-1-1	1371
2017	NYCEM	17
2015	DOC	5
2014	DHS	1934
2011	NYCPPF	1
2012	DSNY	112195
2016	OATH	32
2015	ACS	4
2017	CHALL	596
2012	OCHIA	1
2012	DFTA	10501
2015	CCRB	1
2015	LPC	1
2017	TLC	5250
2014	NYCHA	1
2012	LOFT	1
2017	MOIA	1
2017	FDNY	515
2014	DCAS	1
2016	DCA	18742
2011	EDC	1280
2011	DCA	21537
2014	TLC	21224
2009	DOB	31188
2015	MOC	1
2015	DOF	77967
2012	NYCEM	202
2014	DOHMH	52920
2012	DEP	147311
2016	DOITT	1418
2013	COIB	3
2011	COIB	7
2016	LAW	2
2013	OCME	2
2015	FUND	3
2012	CAU	4
2009	HPD	220210
2014	MOVA	3
2012	EMTF	3
2009	TLC	5787
2012	DOP	48
2015	COIB	1
